epoch,speed,gForce,sats,lat,lng
1772792641000,12.1,0.24,5,-22.774969,-47.136957
1772792641200,12.6,0.39,5,-22.774961,-47.136963
1772792641400,13.3,0.22,5,-22.774953,-47.136970
1772792641600,13.9,0.71,5,-22.774944,-47.136977
1772792641800,14.6,0.59,5,-22.774936,-47.136984
1772792642000,15.2,0.37,5,-22.774928,-47.136991
1772792642200,16.0,0.56,5,-22.774919,-47.137000
1772792642400,16.7,1.01,5,-22.774910,-47.137007
1772792642600,17.4,1.39,5,-22.774900,-47.137015
1772792642800,18.0,0.59,5,-22.774890,-47.137023
1772792643000,18.7,0.30,5,-22.774880,-47.137031
1772792643200,19.2,1.32,5,-22.774871,-47.137039
1772792643400,20.0,0.25,5,-22.774861,-47.137051
1772792643600,20.8,0.48,5,-22.774850,-47.137063
1772792643800,15.6,0.04,5,-22.774839,-47.137075
1772792644000,15.5,0.67,5,-22.774827,-47.137085
1772792644200,18.8,1.33,5,-22.774817,-47.137096
1772792644400,20.9,0.83,5,-22.774810,-47.137106
1772792644600,22.2,0.80,5,-22.774806,-47.137114
1772792644800,22.6,0.46,5,-22.774804,-47.137121
1772792645000,23.1,0.64,5,-22.774797,-47.137132
1772792645200,17.3,0.08,5,-22.774787,-47.137144
1772792645400,16.7,0.67,5,-22.774779,-47.137156
1772792645600,19.9,1.28,5,-22.774775,-47.137165
1772792645800,22.2,0.72,5,-22.774766,-47.137178
1772792646000,24.2,0.82,5,-22.774754,-47.137192
1772792646200,25.8,0.44,5,-22.774742,-47.137206
1772792646400,26.9,0.28,5,-22.774733,-47.137217
1772792646600,27.8,1.35,5,-22.774721,-47.137227
1772792646800,28.7,0.21,5,-22.774707,-47.137241
1772792647000,29.6,1.14,5,-22.774694,-47.137255
1772792647200,30.3,0.32,5,-22.774680,-47.137268
1772792647400,31.2,1.00,5,-22.774666,-47.137284
1772792647600,32.1,1.06,5,-22.774650,-47.137300
1772792647800,33.1,1.18,5,-22.774634,-47.137316
1772792648000,34.2,0.84,5,-22.774617,-47.137333
1772792648200,35.1,0.94,5,-22.774602,-47.137349
1772792648400,35.8,1.12,5,-22.774587,-47.137364
1772792648600,36.6,1.16,5,-22.774570,-47.137381
1772792648800,37.2,0.21,5,-22.774553,-47.137397
1772792649000,37.8,0.70,5,-22.774536,-47.137413
1772792649200,38.6,0.46,5,-22.774517,-47.137431
1772792649400,39.2,0.53,5,-22.774501,-47.137446
1772792649600,39.7,0.10,5,-22.774484,-47.137462
1772792649800,40.3,0.87,5,-22.774467,-47.137481
1772792650000,41.0,0.22,5,-22.774448,-47.137499
1772792650200,41.7,0.30,5,-22.774428,-47.137517
1772792650400,42.4,0.30,5,-22.774408,-47.137537
1772792650600,43.2,0.54,5,-22.774388,-47.137557
1772792650800,43.9,0.88,5,-22.774369,-47.137577
1772792651000,44.6,0.38,5,-22.774349,-47.137597
1772792651200,45.2,1.31,5,-22.774330,-47.137615
1772792651400,33.9,0.08,5,-22.774311,-47.137634
1772792651600,31.2,0.33,5,-22.774292,-47.137652
1772792651800,36.7,2.37,5,-22.774273,-47.137671
1772792652000,40.4,1.58,5,-22.774254,-47.137690
1772792652200,43.0,0.18,5,-22.774234,-47.137710
1772792652400,44.7,0.53,5,-22.774215,-47.137728
1772792652600,45.9,0.54,5,-22.774196,-47.137747
1772792652800,46.7,1.08,5,-22.774176,-47.137766
1772792653000,47.4,0.79,5,-22.774157,-47.137786
1772792653200,47.9,0.83,5,-22.774137,-47.137805
1772792653400,48.3,0.29,4,-22.774118,-47.137825
1772792653800,48.3,0.51,0,-22.774100,-47.137844
1772792654000,48.3,0.58,0,-22.774100,-47.137844
1772792654200,48.4,0.64,0,-22.774100,-47.137844
1772792654400,48.4,0.65,0,-22.774100,-47.137844
1772792654600,48.4,0.43,0,-22.774100,-47.137844
1772792655000,48.3,0.61,0,-22.774100,-47.137844
1772792655400,48.3,0.57,0,-22.774100,-47.137844
1772792655800,48.3,1.12,0,-22.774100,-47.137844
1772792656000,48.8,0.66,4,-22.773881,-47.138066
1772792656200,49.1,0.13,4,-22.773862,-47.138085
1772792656400,49.4,0.42,4,-22.773844,-47.138104
1772792656600,49.6,0.92,4,-22.773825,-47.138124
1772792656800,49.7,0.33,4,-22.773807,-47.138144
1772792657000,49.9,0.70,4,-22.773788,-47.138163
1772792657200,49.9,0.64,4,-22.773770,-47.138183
1772792657400,50.0,0.92,4,-22.773751,-47.138202
1772792657600,50.1,0.66,4,-22.773732,-47.138222
1772792657800,50.1,0.36,4,-22.773715,-47.138241
1772792658000,50.2,0.85,4,-22.773696,-47.138261
1772792658200,50.2,0.40,4,-22.773677,-47.138280
1772792658400,50.2,0.56,4,-22.773660,-47.138300
1772792658600,50.0,0.74,5,-22.773643,-47.138318
1772792658800,50.0,0.69,4,-22.773626,-47.138338
1772792659000,49.8,0.86,4,-22.773609,-47.138357
1772792659200,49.9,0.91,4,-22.773588,-47.138378
1772792659400,49.9,1.08,4,-22.773570,-47.138398
1772792659600,50.0,0.88,4,-22.773549,-47.138419
1772792659800,50.1,0.93,4,-22.773531,-47.138439
1772792660000,50.1,0.29,4,-22.773512,-47.138458
1772792660200,50.3,1.07,4,-22.773490,-47.138479
1772792660400,50.4,0.50,4,-22.773471,-47.138499
1772792660600,50.6,0.77,4,-22.773451,-47.138520
1772792660800,50.6,0.57,4,-22.773433,-47.138540
1772792661000,50.5,0.61,5,-22.773418,-47.138559
1772792661200,50.3,1.07,4,-22.773403,-47.138578
1772792661400,50.1,0.41,4,-22.773388,-47.138597
1772792661600,50.0,0.66,4,-22.773368,-47.138618
1772792661800,50.2,0.36,5,-22.773345,-47.138639
1772792662000,50.5,0.85,5,-22.773324,-47.138661
1772792662200,50.8,0.49,5,-22.773302,-47.138683
1772792662400,51.0,0.67,4,-22.773282,-47.138703
1772792662600,51.3,0.98,5,-22.773262,-47.138723
1772792662800,51.6,1.21,5,-22.773240,-47.138745
1772792663000,51.9,1.15,4,-22.773218,-47.138766
1772792663200,52.3,0.82,4,-22.773196,-47.138787
1772792663400,52.6,0.32,5,-22.773176,-47.138807
1772792663600,52.8,0.55,4,-22.773155,-47.138829
1772792663800,53.1,1.09,4,-22.773134,-47.138850
1772792664000,53.3,0.52,5,-22.773112,-47.138871
1772792664200,53.5,0.84,5,-22.773091,-47.138892
1772792664400,53.7,0.61,5,-22.773071,-47.138912
1772792664600,53.8,0.76,5,-22.773051,-47.138933
1772792664800,53.9,0.38,5,-22.773030,-47.138953
1772792665000,54.0,1.16,5,-22.773009,-47.138973
1772792665200,54.1,0.29,4,-22.772989,-47.138994
1772792665400,54.1,0.82,4,-22.772969,-47.139014
1772792665600,54.1,0.32,4,-22.772949,-47.139035
1772792665800,54.2,1.46,5,-22.772927,-47.139056
1772792666000,54.3,0.92,5,-22.772907,-47.139077
1772792666200,54.4,1.21,5,-22.772886,-47.139098
1772792666400,54.6,1.15,4,-22.772864,-47.139120
1772792666600,54.8,0.81,5,-22.772841,-47.139142
1772792666800,55.2,1.45,4,-22.772817,-47.139164
1772792667000,55.5,1.09,4,-22.772795,-47.139186
1772792667200,55.7,1.34,5,-22.772774,-47.139207
1772792667400,55.9,1.60,5,-22.772752,-47.139229
1772792667600,56.0,0.59,5,-22.772731,-47.139251
1772792667800,56.2,1.50,4,-22.772708,-47.139273
1772792668000,56.4,0.91,5,-22.772685,-47.139294
1772792668200,56.5,1.11,4,-22.772662,-47.139316
1772792668400,56.5,1.32,4,-22.772643,-47.139336
1772792668600,56.5,1.13,5,-22.772623,-47.139356
1772792668800,56.3,0.18,4,-22.772603,-47.139376
1772792669000,56.2,1.28,4,-22.772583,-47.139397
1772792669200,56.1,1.42,5,-22.772562,-47.139417
1772792669400,55.9,1.14,5,-22.772541,-47.139438
1772792669600,55.8,1.33,5,-22.772521,-47.139458
1772792669800,55.8,1.03,5,-22.772501,-47.139479
1772792670000,55.6,1.05,5,-22.772481,-47.139499
1772792670200,55.6,1.16,5,-22.772459,-47.139519
1772792670400,55.5,1.86,5,-22.772439,-47.139539
1772792670600,55.5,1.05,5,-22.772420,-47.139560
1772792670800,55.4,1.24,5,-22.772400,-47.139580
1772792671000,55.3,1.04,5,-22.772382,-47.139602
1772792671200,55.2,0.59,5,-22.772363,-47.139623
1772792671400,55.0,1.34,5,-22.772344,-47.139644
1772792671600,54.9,1.02,5,-22.772324,-47.139665
1772792671800,54.8,1.51,5,-22.772305,-47.139685
1772792672000,54.7,1.17,5,-22.772284,-47.139705
1772792672200,54.7,1.19,5,-22.772264,-47.139726
1772792672400,54.5,0.85,5,-22.772246,-47.139746
1772792672600,54.4,0.71,5,-22.772226,-47.139766
1772792672800,54.3,1.26,5,-22.772206,-47.139785
1772792673000,54.1,1.51,4,-22.772186,-47.139805
1772792673200,54.0,0.76,5,-22.772167,-47.139825
1772792673400,53.8,1.24,5,-22.772148,-47.139845
1772792673600,53.7,0.88,5,-22.772129,-47.139864
1772792673800,53.5,0.69,5,-22.772109,-47.139883
1772792674000,53.3,1.25,5,-22.772091,-47.139902
1772792674200,53.0,0.45,5,-22.772071,-47.139920
1772792674400,52.8,0.80,5,-22.772052,-47.139939
1772792674600,52.6,1.42,5,-22.772033,-47.139959
1772792674800,52.4,0.99,5,-22.772013,-47.139978
1772792675000,52.3,0.81,5,-22.771994,-47.139997
1772792675200,52.3,1.03,5,-22.771974,-47.140016
1772792675400,52.1,1.05,5,-22.771955,-47.140034
1772792675600,52.0,0.79,5,-22.771936,-47.140053
1772792675800,51.8,0.93,5,-22.771918,-47.140072
1772792676000,51.6,1.36,5,-22.771900,-47.140091
1772792676200,51.5,0.30,5,-22.771881,-47.140110
1772792676400,51.2,0.94,5,-22.771864,-47.140128
1772792676600,51.0,1.23,5,-22.771846,-47.140146
1772792676800,50.8,1.42,5,-22.771828,-47.140164
1772792677000,50.5,1.23,5,-22.771811,-47.140182
1772792677200,50.3,0.68,5,-22.771792,-47.140200
1772792677400,50.3,0.69,5,-22.771773,-47.140219
1772792677600,50.2,1.20,5,-22.771754,-47.140237
1772792677800,50.0,0.73,5,-22.771738,-47.140253
1772792678000,49.8,0.70,4,-22.771720,-47.140271
1772792678200,49.6,0.43,5,-22.771702,-47.140288
1772792678400,49.4,0.78,5,-22.771686,-47.140307
1772792678600,49.1,1.19,5,-22.771669,-47.140325
1772792678800,49.0,0.98,5,-22.771652,-47.140343
1772792679000,48.8,1.12,5,-22.771635,-47.140360
1772792679200,48.6,1.07,5,-22.771618,-47.140377
1772792679400,48.5,0.58,4,-22.771600,-47.140395
1772792679600,48.3,3.70,4,-22.771583,-47.140412
1772792679800,48.2,0.57,4,-22.771565,-47.140429
1772792680000,48.0,1.52,4,-22.771548,-47.140446
1772792680200,47.9,0.46,4,-22.771530,-47.140463
1772792680400,47.9,0.61,5,-22.771512,-47.140481
1772792680600,47.7,1.63,5,-22.771496,-47.140497
1772792680800,47.5,1.02,5,-22.771480,-47.140514
1772792681000,47.3,1.70,5,-22.771463,-47.140531
1772792681200,47.2,1.17,5,-22.771446,-47.140548
1772792681400,47.0,0.69,5,-22.771430,-47.140565
1772792681600,46.8,0.96,5,-22.771414,-47.140581
1772792681800,46.5,0.81,5,-22.771399,-47.140597
1772792682000,46.2,0.40,5,-22.771386,-47.140613
1772792682200,45.9,1.24,5,-22.771370,-47.140630
1772792682400,45.7,0.92,5,-22.771354,-47.140647
1772792682600,45.6,0.83,5,-22.771337,-47.140664
1772792682800,45.5,0.80,5,-22.771320,-47.140681
1772792683000,45.6,0.92,5,-22.771303,-47.140699
1772792683200,45.6,0.75,5,-22.771285,-47.140716
1772792683400,45.7,1.08,5,-22.771269,-47.140732
1772792683600,45.7,0.98,5,-22.771252,-47.140750
1772792683800,45.8,1.19,5,-22.771235,-47.140768
1772792684000,45.8,1.17,5,-22.771219,-47.140785
1772792684200,45.8,1.27,5,-22.771202,-47.140802
1772792684400,45.7,1.01,5,-22.771186,-47.140818
1772792684600,45.6,1.61,5,-22.771170,-47.140834
1772792684800,45.5,1.27,5,-22.771154,-47.140851
1772792685000,45.4,1.22,5,-22.771138,-47.140867
1772792685200,45.3,0.89,5,-22.771122,-47.140884
1772792685400,45.1,0.66,5,-22.771106,-47.140900
1772792685600,44.8,0.44,5,-22.771092,-47.140914
1772792685800,44.5,1.29,5,-22.771076,-47.140930
1772792686000,44.3,0.92,5,-22.771060,-47.140946
1772792686200,44.1,1.30,5,-22.771044,-47.140961
1772792686400,43.9,0.87,5,-22.771028,-47.140976
1772792686600,43.6,1.26,5,-22.771013,-47.140991
1772792686800,43.4,0.64,5,-22.770997,-47.141006
1772792687000,43.2,1.29,5,-22.770982,-47.141021
1772792687200,43.1,1.21,5,-22.770965,-47.141036
1772792687400,43.0,0.34,5,-22.770950,-47.141051
1772792687600,42.9,1.34,4,-22.770935,-47.141067
1772792687800,42.7,1.27,5,-22.770919,-47.141082
1772792688000,42.6,1.41,5,-22.770904,-47.141097
1772792688200,42.5,0.83,5,-22.770888,-47.141112
1772792688400,42.3,0.53,4,-22.770873,-47.141127
1772792688600,42.2,0.77,4,-22.770858,-47.141143
1772792688800,42.1,0.44,4,-22.770843,-47.141158
1772792689000,41.9,0.89,4,-22.770829,-47.141172
1772792689200,41.6,0.73,4,-22.770813,-47.141187
1772792689400,41.3,1.62,4,-22.770799,-47.141201
1772792689600,40.9,0.91,4,-22.770785,-47.141215
1772792689800,40.6,1.00,5,-22.770771,-47.141229
1772792690000,40.3,1.52,5,-22.770757,-47.141244
1772792690200,39.9,1.22,4,-22.770744,-47.141257
1772792690400,39.6,0.79,4,-22.770731,-47.141271
1772792690600,39.2,0.58,5,-22.770717,-47.141285
1772792690800,38.9,1.55,4,-22.770703,-47.141299
1772792691000,38.5,1.47,5,-22.770690,-47.141313
1772792691200,38.2,0.64,5,-22.770677,-47.141327
1772792691400,37.9,1.14,5,-22.770663,-47.141341
1772792691600,37.6,1.00,4,-22.770649,-47.141355
1772792691800,37.4,0.83,4,-22.770634,-47.141369
1772792692000,37.3,0.87,4,-22.770620,-47.141383
1772792692200,37.1,0.87,5,-22.770606,-47.141396
1772792692400,37.0,0.81,5,-22.770592,-47.141410
1772792692600,36.7,1.10,5,-22.770579,-47.141423
1772792692800,36.5,0.85,5,-22.770566,-47.141436
1772792693000,36.2,0.29,5,-22.770553,-47.141449
1772792693200,35.9,0.63,5,-22.770540,-47.141462
1772792693400,35.6,0.25,5,-22.770528,-47.141474
1772792693600,35.3,0.67,5,-22.770516,-47.141487
1772792693800,35.0,0.59,5,-22.770504,-47.141499
1772792694000,34.6,0.84,5,-22.770492,-47.141509
1772792694200,34.2,1.05,5,-22.770480,-47.141521
1772792694400,33.8,1.45,5,-22.770468,-47.141532
1772792694600,33.4,1.22,5,-22.770457,-47.141542
1772792694800,32.9,1.17,5,-22.770446,-47.141553
1772792695000,32.5,0.95,5,-22.770436,-47.141565
1772792695200,32.0,1.32,5,-22.770425,-47.141575
1772792695400,31.6,1.34,5,-22.770415,-47.141586
1772792695600,31.2,1.39,5,-22.770404,-47.141597
1772792695800,30.8,0.98,5,-22.770394,-47.141607
1772792696000,30.4,1.30,5,-22.770384,-47.141616
1772792696200,29.7,1.37,5,-22.770376,-47.141625
1772792696400,29.1,1.86,5,-22.770367,-47.141633
1772792696600,28.5,2.22,5,-22.770358,-47.141642
1772792696800,27.9,2.92,5,-22.770349,-47.141650
1772792697000,26.8,2.65,5,-22.770343,-47.141652
1772792697200,25.2,2.56,5,-22.770339,-47.141653
1772792697400,23.6,2.40,5,-22.770335,-47.141656
1772792697600,22.1,2.34,5,-22.770330,-47.141660
1772792697800,20.3,2.00,5,-22.770326,-47.141659
1772792698000,18.4,1.68,5,-22.770323,-47.141659
1772792698200,16.4,1.01,5,-22.770321,-47.141657
1772792698400,14.3,0.80,5,-22.770320,-47.141655
1772792698600,12.5,0.74,5,-22.770318,-47.141658
1772792698800,10.9,0.61,5,-22.770317,-47.141660
1772792699000,9.4,0.61,5,-22.770315,-47.141659
1772792699200,8.4,0.47,5,-22.770312,-47.141660
1772792699400,7.6,0.26,5,-22.770309,-47.141661
1772792699600,7.1,0.27,5,-22.770307,-47.141663
1772792699800,6.6,0.21,5,-22.770305,-47.141663
1772792700000,6.2,0.15,5,-22.770303,-47.141665
1772792700200,6.0,0.48,5,-22.770301,-47.141668
1772792700400,5.9,0.86,5,-22.770298,-47.141670
1772792700600,5.9,0.73,5,-22.770295,-47.141673
1772792700800,5.9,0.41,5,-22.770291,-47.141675
1772792701000,5.9,0.89,5,-22.770289,-47.141677
1772792701200,5.9,0.91,5,-22.770287,-47.141679
1772792701400,5.8,0.65,5,-22.770284,-47.141681
1772792701600,5.9,0.06,5,-22.770280,-47.141683
1772792701800,6.0,0.26,5,-22.770276,-47.141685
1772792702000,6.2,0.50,5,-22.770272,-47.141687
1772792702200,6.3,0.69,5,-22.770269,-47.141689
1772792702400,6.5,0.23,5,-22.770260,-47.141690
1772792702600,6.9,0.73,5,-22.770251,-47.141691
1772792702800,7.3,0.52,5,-22.770242,-47.141689
1772792703000,7.8,0.31,5,-22.770233,-47.141688
1772792703200,8.2,0.58,5,-22.770226,-47.141688
1772792703400,8.5,0.49,5,-22.770220,-47.141689
1772792703600,8.7,0.84,5,-22.770215,-47.141690
1772792703800,8.7,0.47,5,-22.770212,-47.141692
1772792704000,8.8,0.73,5,-22.770207,-47.141692
1772792704200,8.9,0.69,5,-22.770201,-47.141693
1772792704400,8.8,0.86,5,-22.770198,-47.141691
1772792704600,9.0,1.12,5,-22.770191,-47.141690
1772792704800,9.1,1.00,5,-22.770184,-47.141687
1772792705000,9.4,0.74,5,-22.770177,-47.141685
1772792705200,9.8,1.21,5,-22.770168,-47.141683
1772792705400,10.2,0.96,4,-22.770161,-47.141681
1772792705600,10.6,1.44,4,-22.770153,-47.141678
1772792705800,11.1,0.89,4,-22.770143,-47.141677
1772792706000,11.6,1.23,4,-22.770134,-47.141674
1772792706200,12.2,1.43,4,-22.770123,-47.141672
1772792706400,13.0,1.02,4,-22.770111,-47.141670
1772792706600,13.9,3.67,5,-22.770096,-47.141667
1772792706800,14.9,1.75,5,-22.770081,-47.141663
1772792707000,16.1,0.66,5,-22.770064,-47.141659
1772792707200,17.1,0.45,5,-22.770049,-47.141653
1772792707400,18.2,3.69,5,-22.770033,-47.141647
1772792707600,19.3,0.77,5,-22.770017,-47.141638
1772792707800,20.3,0.84,5,-22.770002,-47.141630
1772792708000,21.4,0.81,5,-22.769985,-47.141623
1772792708200,22.4,0.21,5,-22.769968,-47.141616
1772792708400,23.4,3.67,5,-22.769952,-47.141610
1772792708600,24.4,1.03,5,-22.769934,-47.141602
1772792708800,25.4,0.28,5,-22.769916,-47.141595
1772792709000,26.4,0.52,5,-22.769898,-47.141588
1772792709200,27.3,0.55,5,-22.769881,-47.141581
1772792709400,28.2,0.88,5,-22.769864,-47.141574
1772792709600,28.9,0.79,5,-22.769847,-47.141567
1772792709800,29.5,0.54,5,-22.769830,-47.141560
1772792710000,30.1,0.90,5,-22.769813,-47.141554
1772792710200,30.7,1.01,5,-22.769795,-47.141547
1772792710400,31.2,0.63,5,-22.769778,-47.141541
1772792710600,31.8,0.66,5,-22.769759,-47.141536
1772792710800,32.3,0.73,5,-22.769740,-47.141531
1772792711000,32.6,0.51,5,-22.769724,-47.141525
1772792711200,32.8,0.45,5,-22.769709,-47.141518
1772792711400,33.0,0.33,5,-22.769693,-47.141512
1772792711600,33.1,0.54,5,-22.769676,-47.141506
1772792711800,33.2,0.21,5,-22.769660,-47.141500
1772792712000,33.2,0.14,5,-22.769644,-47.141494
1772792712200,33.3,3.67,5,-22.769627,-47.141489
1772792712400,33.3,0.64,5,-22.769610,-47.141483
1772792712600,33.2,0.32,5,-22.769597,-47.141477
